"tree_id","displayed_scientific_name","synonyms","family","displayed_common_name","alternative_common_names","generic_1","generic_2","memo","ethnobotanical_info","pacific_island","photolocations","display","landscape_application","landscape_use","native_range","california_native","ca_invasive","hi_native","invasive_text","height_low","height_high","width_low","width_high","growth_rate_low","growth_rate_high","foliage_type","tree_shape","litter_type","bark_color","bark_texture","branch_strength_low","branch_strength_high","leaf_form","leaf_arrangement","leaflet_shape","foliage_growth_color","foliage_fall_color","fruit_size","fruit_color","fruit_type","fruit_value","fruiting_time","flower_showiness","fragrance","flower_color","flower_time","flower_type","usda_zone","sunset_zone","salinity_tolerance","planting_area","soil_texture","saltspray_tolerance","exposure_low","exposure_high","soil_ph_low","soil_ph_high","pest_resistant","pest_susceptibility","disease_resistant","disease_susceptibility","root_damage_potential","health_hazard","attracts_wildlife","biogenic_emissions","deer_palatable","water_use","schoolyard","appraisal","app_lcant","app_grrating"
1825,"Ficus drupacea","Ficus mysorensis","Moraceae","BROWN-WOOLLY FIG","MYSORE FIG","FIG",,"Mysore fig is a tropical stranger fig that has densly wooly young shoots. While fruits are present year round, they're most abundant in the summer.","",0,,1,,,"Southeast Asia, Northeast Australia",0,0,0,,20,100,,,,,"3","Rounded","Fruit","Grey","Smooth",,,"Simple","Alternate","Ovate","Green",0,"Small","Yellow to Orange","Berry","Wildlife use it","Fall,Spring,Summer,Winter","Inconspicuous",,,"Fall,Spring,Summer,Winter",,"10","22,23,24",,">7","Loam,Clay","Low",3,3,,,,,,,,,,,,"M",0,"Yes","24"" box","2"
1826,"Platanus &times hispanica 'Columbia'","Platanus &times acerifolia 'Columbia'","Platanaceae","COLUMBIA LONDON PLANE TREE",,"PLANE TREE",,"Platanus acerifolia ‘Columbia’ is resistant to anthracnose and or mildew. ‘Columbia’ was developed in 1980s for disease resistance and erect shape. Yellow fall color and attractive bark.
","",0,"California, USA",1,,"Pollarding","Horticultural Hybrid",0,0,0,"",40,80,30,40,36,36,"0","Conical,Rounded","Bark,Dry Fruit","Striking, Cream, Green, Light Gray or Multicolored","Exfoliating,Furrowed,Smooth","3","3","Simple","Alternate","Palmately-lobed","Green",1,"Medium","Brown or Mostly Green","Achene",,"Summer","Inconspicuous",0,,"Winter,Spring",,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",,"4 to 7","Loam,Sand,Clay","Moderate",2,3,1,7,,"Invasive Shot Hole Borer","Verticillium,Mildew,Anthracnose",,"Moderate",,"Birds","",,"M",0,"Yes","24"" box","3"
1827,"Lagerstroemia floribunda",,"Lythraceae","THAI CRAPE MYRTLE","KEDAH BUNGOR","CRAPE MYRTLE",,"This tree has less aggressive roots than giant crape myrtle (&lt;em&gt;Largerstoemia speciosa&lt;/em&gt;), is less brittle, taller, and with a tighter crown spread. It does have large buttress roots. The lower trunk is shaped similar to African tulip (&lt;em&gt;Spathodea campanulata&lt;/em&gt;). Some nurseries in Oahu have started growing this species.
","",1,"Oahu, HI",1,"Specimen,Shade Tree,Buffer Strip,Street Tree",,"Southeast Asia",0,0,0,"",40,70,30,40,24,127,"0","Rounded,Vase",,"Gray, Cream","Mottled,Smooth","4","4","Simple","Opposite","Elliptic","Green",1,"","Brown","Capsule",,,"Showy",0,"Pink,Lavender,Purple","Summer",,"9,10","H1,H2","Coastal Moderate","4 to 7","Loam,Sand,Clay","",3,3,3,6,,,,,"Low",,,"",1,"M",0,,,
1829,"Aextoxicon punctatum",,"Aextoxicaceae","OLIVILLO","TIQUE",,,"Olivillo is native to the southern Chile, where it grows in either mixed forests or forms pure stands. The undersides of the leaves are much lighter than the top and dotted with brown scales that become sparse with age.gt;Olivillo means quot;little olive,quot; and is in reference to the small, olive like fruit often seen in March and April.","",0,"Pucon, Chile",1,,,"Chile and Argentina",0,0,0,,30,80,15,40,,,"3","Rounded",,"Brown","Smooth",,,"Simple","Alternate","Oblong","Green",0,"Small","Black","Berry","Wildlife use it","Spring","Inconspicuous",,"Yellow","Winter","Has male and female reproductive parts in each flower (perfect)","8,9,10",,,"4 to 7","Loam,Clay",,2,2,,,,,,,,"Poisonous",,,,"M",0,,,
1830,"Araucaria angustifolia","Araucaria brasiliana,Araucaria dioica,Araucaria elegans,Columbea angustifolia","Araucariaceae","PARANÁ PINE","BRAZILIAN PINE,CANDELABRA TREE",,,"ParanÃ¡ Pine is a critically endangered member of the genus gt;Araucaria, gt;that only grows nativly in southern Brazil. Approximately 97% of it's total native range has been lost in Brazil as a result of deforestation and timber activity.","",0,"",1,"Street Tree",,"Southern Brazil",0,0,0,"",50,120,25,35,12,24,"3","Conical","Dry Fruit","Dark Brown","Rough,Striated","3","3","Simple","Alternate","Spear-shaped","Green",0,"Very Large","Brown","Cone",,"Fall,Summer","",0,,,,"9,10","4,5,6,7,8,9,14,15,16,17,18,19,20,21,22,23,24",,">7","Loam,Clay","",2,3,2,3,,,,,"Moderate","None Known",,"",0,"M",0,,,
1831,"Aristotelia chilensis","Aristotelia glabra,Aristotelia glandulosa,Aristotelia lucida,Aristotelia macqui,Beaumaria macqui","Elaeocarpaceae","MAQUI","CHILEAN WINEBERRY ",,,"Maqui is a small evergreen tree native to the Valdivian rainforests of the west coast of southern Chile. It is not widely cultiavted, but its berries are sometimes sold locally, often harvested from wild trees.","",0,"Pucon, Chile",1,,,"Chile and Argentina",0,0,0,,10,15,10,15,,,"3","Rounded",,"Gray","Smooth",,,"Simple","Alternate","Oval","Green",0,"Small","Black","Berry","Edible","Summer","Inconspicuous",,"White","Spring",,"7,8,9,10",,,"4 to 7","Loam,Sand,Clay",,2,2,3,4,,,,,,"None Known","Birds",,,"M",0,,,
1832,"Austrocedrus chilensis","Cupressus chilensis,Libocedrus chilensis,Thuja chilensis","Cupressaceae","CIPRES DE LA CORDILLERA","CHILEAN INCENSE-CEDAR,CORDILLERAN CYPRESS,CHILEAN CEDAR",,,"Chilean Cedar is native to the valdivian rain forests of southern, central Chile and western Argentina. It often forms dense stands on the drier, warm parts of the rainforest in the Andes.","",0,"Conguillío National Park",1,,,"Southern Chile and Argentina",0,0,0,,30,70,20,20,,,"3","Columnar",,"Red-brown","Peeling",,,"Simple","Alternate","Needle","Green",0,,,"Cone",,"Summer",,,,,,"7,8",,,">7","Sand,Loam,Clay","Low",2,3,,,,,,"Phytophthora Root Rot",,,,,,"M",0,,,
1833,"Beilschmiedia miersii",,"Lauraceae","BELLOTO DEL NORTE","BELLOTOS,NORTHERN ACORN TREE",,,"Belloto Del Norte is an evergreen tree in the Laurel Family that grows in ravines and valleys in central Chile. It can be commonly confused with a closely related species, gt;Beilseschmiedia berteroanagt;B. miersiigt; has larger fruit about the size of an avocado pit. gt;It is used as an ornamental in many parts of central Chile, and enjoys wet soils.","",0,"Santiago, Chile",1,,,"central Chile",0,0,0,,40,80,20,20,,,"3","Columnar",,"Gray","Scaly",,,"Simple","Opposite","Ovate","Green",0,"Medium","Brown","Drupe",,"Winter",,,,,,"8,9",,"Coastal Moderate,Inland Good",">7","Loam,Clay",,2,2,,,,,,,,,,,,"H",0,,,
1834,"Camptotheca acuminata","Camptotheca yunnanensis","Nyssaceae","HAPPY TREE","CANCER TREE,TREE OF LIFE",,,"The Happy Tree is a large deciduous tree found in forest margins and streams in low elevation parts of China. One of it's common names, cancer tree, comes from the fact that it produces compounds that have been shown to be effective in treating cancer. Leaves are shaped with a pointed tip, and its small, greenish flowers appear in clusters. The tree is noted for its significance in traditional medicine, as its bark and leaves contain compounds with potential anti-cancer properties. Additionally, Camptotheca acuminata produces small, round fruits. It is sometimes cultivated for its timber, although it is not as common as its medicinal applications. This tree's intriguing attributes make it an interesting subject for horticulturists and those interested in traditional herbal remedies.
","",0,"the CSU Chico Campus, Chico, California, USA",1,,,"Southern China, Tibet",0,0,0,"",20,60,20,50,,,"0","Conical",,"Gray, white","Scaly",,,"Simple","Alternate","Oval","Green",,"Small","Green, brown",,,"Winter,Fall","Showy",,"White","Summer",,"10","15,16,19,21,22,23,24",,">7","Clay,Loam","Low",2,3,0,0,,,,,,"None Known",,,,"H",0,,,
1836,"Dasyphyllum diacanthoides","Archidasyphyllum diacanthoides,Flotovia diacanthoides,Chuquiraga leucoxylon","Asteraceae","TREVO","PALO SANTO,TAYÚ",,,"Trevo is a shrub to small tree native to Chile and Argentina, where it grows in moist, wooded areas. It is used in Chile as medicine to treat blunt trauma.","",0,"Puerto Varas, Chile",1,,,"Chile and Argentina",0,0,0,,40,60,0,,,,"3","Conical",,"Gray","Smooth",,,"Simple","Alternate","Oval","Green,Yellow Green",0,"Small","Brown","Achene",,"Winter","Inconspicuous",0,"White","Summer","Has male and female reproductive parts in each flower (perfect)","8",,,">7","Clay,Loam,Sand",,2,3,,,,,,,,,,,,"H",0,,,
1837,"Fitzroya cupressoides","Cupresstellata patagonica,Fitzroya patagonica,Libocedrus cupressoides,Pinus cupressoides","Cupressaceae","PATAGONIAN CYPRESS","ALERCE,LAHUÁN",,,"Alerce is a threatened conifer found only on the west coast of Chile and Argentina. They are the largest tree species in South America, often compared to the Redwoods of California. Its wood was hihgly prized by Spanish colonialists of the 1500s. Logging of Alerce trees continued until 1976, when it was then made illegal.","",0,"Valdivia National Reserve, Chile",1,,,"Western Chile and Argentina",0,0,0,,50,120,20,50,0,10,"3","Conical",,"Red, brown","Exfoliating",,,"Simple","Alternate","Needle","Green",0,"Small","Brown ","Cone",,,"Inconspicuous",,,,,"7,8,9,10",,,">7","Clay","Low",2,3,2,3,,,,,,"None Known",,,,"H",0,,,
1838,"Gevuina avellana","Quadria avellana,Quadria heterophylla","Proteaceae","AVELLANO","CHILEAN HAZELNUT",,,"An evergreen large shrub or small tree native to wet forests in the western Andes. As such, it grows particularly well in cool climates where frost occurs in winter months, such as New Zealand.gt;Its seeds are commonly eaten in Chile, and can be prepared either raw or cooked.","",0,"Puerto Varas, Chile",1,,,"Chile",0,0,0,,30,70,10,30,,,"3","Rounded",,"Gray","Scaly",,,"Pinnately Compound","Alternate","Spear-shaped","Green",,"Small","Red when young, matures black","Nut","Edible","Winter,Spring","Showy",,"White","Winter,Spring","Has male and female reproductive parts in each flower (perfect)","9",,"Coastal Good,Inland Good","4 to 7","Loam,Clay","Moderate",2,2,3,4,,"Mites,Leaf Rollers",,"Phytopthora cinnamomi",,,,,,"H",0,,,
1839,"Laurelia sempervirens","Atherosperma sempervirens,Laurelia aromatica,Laurelia serrata,Pavonia sempervirens,Theyga chilensis,Thiga chilensis","Atherospermataceae","TRIHUE","PERUVIAN NUTMEG,CHLEAN LAUREL,CHILEAN SASSAFRAS,LAUREL",,,"Tihue is a tree endemic to the warm, subtropical forests of central Chile. The bark and leaves are sometimes used as a spice. The wood is sometimes used as lumber. Despite their similarities, true laurels (gt;Laurusgt; spp.) and Tihue are not closely related.","",0,"Pucon, Chile",1,,,"Chile",0,0,0,,25,100,50,50,,,"3","Conical",,"Gray, white","Scaly,Smooth",,,"Simple","Opposite","Elliptic","Green",0,"Small","Green","Achene",,"Summer","Inconspicuous",1,"Green,Yellow","Winter","Has male and female reproductive parts in each flower (perfect)","8,9,10",,,">7","Loam","Low",2,3,3,3,"Weevil,Aphids,Whitefly",,,,,"None Known",,,,"M",0,,,
1840,"Eucalyptus prava",,"Myrtaceae","ORANGE GUM","","EUCALYPTUS",,"A small to medium-sized tree from eastern Australia with smooth, mottled bark, white flowers and cup-shaped fruit. Similar in appareance to red gum, but much smaller. It also has attractive waxy flower buds and young stems.","",0,"Gavilan College, Gilroy CA",1,,,"Eastern Australia",0,0,0,"",20,30,20,30,24,36,"3","Rounded","Bark,Dry Fruit,Twigs","Dark Brown, Green, Light Green or Multicolored","Exfoliating,Mottled,Smooth","3","3","Simple","Alternate","Spear-shaped","Green",0,"Small","Brown or Mostly Green","Capsule",,"Fall,Summer","",1,"Yellow,White","Summer",,"9,10","5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24","Good Inland","2 to 4","Loam,Sand,Clay","Moderate",2,3,3,7,,,,,"Moderate",,,"Low",0,"L",0,,,
1841,"Eucalyptus sideroxylon var. rosea",,"Myrtaceae","RED IRONBARK",,"EUCALYPTUS",,"This is the blue leaves, pink flowered cultivar of E. sideroxylon. The branches tend to be somewhat brittle, so it shouldn't be grown in places with many targets below it for potential limb failure.","",0,"San Luis Obispo, California on the Cal Poly Campus",1,,,"Eastern Australia",0,0,0,"",30,90,30,60,36,127,"3","Rounded,Vase","Dry Fruit","Black or Red Brown","Blocky,Furrowed","3","3","Simple","Alternate","Spear-shaped","Bluish Green,Silver,Gray Green",0,"Small","Brown","Capsule","Wildlife use it","Spring,Summer","Showy",1,"Pink,Rose","Fall,Winter,Spring",,"9,10","5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",,"4 to 7","Loam,Sand,Clay","High",2,3,4,7,,"Beetle Borers,Thrip","Texas Root Rot,Verticillium","Chlorosis,Armillaria,Phytophthora,Root Rot","High","None Known","Bees,Birds","High",0,"L",0,,,
1842,"Quercus gravesii","Quercus chesosensis,Quercus coccinea var. microcarpa,Quercus shumardii var. microcarpa,Quercus stellapila,Quercus texana var. chesosensis,Quercus texana var. stellapila","Fagaceae","GRAVES OAK","CHISOS RED OAK","OAK",,"A medium sized, deciduous tree that is uncommon in cultivation. Its bright red fall color is highly dependent on its planting location, with lower elevations producing a less noticeable fall color. Prefers wet soils.","",0,"",1,,,"West Texas, North east Mexico",0,0,0,"",30,60,35,35,36,36,"1","Rounded","Dry Fruit","Black","Furrowed","5","5","Simple","Alternate","Elliptic","Green",1,"Small","Brown","Acorn",,"Summer","Inconspicuous",0,,"Spring",,"7,8,9,10","7,8,9,14,15,16,17,18,19,20,21,22,23,24","Moderate",">7","Loam,Sand,Clay","Moderate",2,3,4,5,,"Insect Galls",,"Oak Wilt","Low","Allergy","Birds,Squirrels","",1,"M",0,,,
1843,"Nothofagus pumilio","Fagus pumilio,Fagus antarctica var. bicrenata","Fagaceae","LENGA","LENGA BEECH","BEECH",,"A deciduous tree native to the southern Andes, often growing at high elevations in the north, and low elevations in the south. This tree needs summer rain and high humidity, as is typical for its native range. At low elevations, it is common for this plant to form dense shrub thickets.","",0,"Pucon, Chile",1,"Specimen Tree",,"Southern Chile and eastern Argentina",0,0,0,"",50,100,50,50,0,0,"1","Conical","Dry Fruit","Gray","Smooth","3","3","Simple","Alternate","Ovate","Green",1,"Very Small","Mostly Green","Nut",,,"Inconspicuous",0,"Green",,,"7,8,9","5,6,14,15,16,17",,">7","Loam,Sand,Clay","Low",2,3,3,4,,"Moths",,"Armillaria","Moderate","None Known",,"",,"H",0,,,
1844,"Sophora macrocarpa",,"Fabaceae","MAYO","MAYŪ,CHILEAN NECKLACEPOD",,,"A small evergreen tree or large shrub endemic to Chile. It has drooping yellow pea flowers. New grwoth is covered with fine, brown hairs.","",0,"La Campana National Park, Chile",1,,,"Chile",0,0,0,,10,10,10,10,,,"3","Rounded","Dry Fruit","Brown","Smooth",,,"Pinnately Compound","Alternate","Oblong","Green",0,"Large","Brown","Legume",,"Winter","Showy",,"Yellow","Spring,Summer",,"8,9,10",,,"2 to 4",,"Low",3,3,3,4,,,,,,,"Bees,Butterflies",,,"L",0,,,
1845,"Sophora microphylla","Sophora tetraptera,Sophora tetraptera var. microphylla,Edwardsia  grandiflora var. microphylla,Edwardsia microphylla","Fabaceae","KŌWHAI","WEEPING KŌWHAI,SMALL-LEAVED KŌWHAI","SOPHORA",,"
","",0,"Pucon, Chile, and New Zealand",1,,,"New Zealand",0,0,0,,10,30,10,15,,,"3","Rounded",,"Gray","Fissured",,,"Pinnately Compound","Alternate","Oval","Green",0,"Medium","Brown","Legume",,"Summer","Showy",,"Yellow","Spring",,"10,8,9","23,24",,"4 to 7",,"Low",3,3,3,4,,,,"Root Rot",,,,,,"M",0,,,
1846,"Tara spinosa","Tara tinctoria,Caesalpinia tara,Caesalpinia tinctoria,Caesalpinia pectinata,Poinciana spinosa,Caesalpinia spinosa","Fabaceae","TARA","PERUVIAN CAROB,SPINY HOLDBACK",,,"Small tree or large shrub that has been cultivated as an ornamental and for its use as a source of tannins used to treat leather. In general, Tara is very pest and disease resistant, with problems only arising when planted around other common crops.
","",0,"Santa Barbara, CA",1,"Hedge,Windbreak,Flowering Tree",,"Cuba, Colombia, Central Chile",0,1,0,"This plant is classified as potentially invasive in specific areas of California by the California Invasive Plant Council (&lt;a href=&quot;http://www.cal-ipc.org/&quot;&gt;Cal-IPC&lt;/a&gt;).",10,30,5,15,,,"0","Rounded",,"Gray","Spiny,Smooth",,,"Bipinnately Compound","Alternate","Elliptic","Green",,"Medium","Red when young, matures brown","Legume",,"Spring","Showy",,"Yellow","Fall",,"9,10",,,"4 to 7","Sand,Loam",,2,3,4,5,,"Mites",,,,"None Known",,,,"VL",0,,,
1847,"Weinmannia trichosperma","Weinmannia producta,Windmannia trichosperma","Cunoniaceae","TINEO","TENÍO,PALO SANTO","Tree",,"Tineo is a fast growing tree that is only found in the laurel forests of Chile and Argentina. Tineo has been used as a horticultural tree in the United Kingdom and in Chile, where it receives plenty of moisture. While individual flowers are small, groups of these pink to white flowers light the tree up in late spring.","",0,"Puerto Varas, Chile",1,,,"Argentina, Chile",0,0,0,,50,100,70,70,,,"3","Rounded",,"Gray","Smooth",,,"Pinnately Compound","Opposite","Oblanceolate","Reddish,Green",0,"Small","Red","Capsule",,"Fall","Showy",1,"White","Spring",,"8",,,,"Loam,Clay",,2,2,3,3,,,,,,,,,,"H",0,,,
1848,"Vachellia caven","Acacia caven,Acacia cavenia","Fabaceae","ESPINO","AROMITA,ROMAN CASSIE,CRIOLLO","ACACIA","VACHELLIA","Espino is an ornamental tree native to much of the southern half of South America. Like many gt;Acaciagt;, this tree is great for planting in desert or arid environments.","",0,"Santiago, Chile and Berkeley, California",1,"Screen",,"Argentina, Bolivia, Chile, Paraguay",0,0,0,"",15,20,15,20,24,36,"2","Rounded","Dry Fruit"," Dark Gray, Light Gray ","Scaly,Smooth","1","1","Bipinnately Compound","Alternate","Linear","Green",0,"Large","Brown","Legume",,"Winter,Summer","Showy",1,"Orange,Yellow","Winter,Spring",,"9,10,8","13,14,15,16,17,18,19,20,21,22,23,24","Good Inland","4 to 7","Loam,Sand","Moderate",2,3,3,7,,,,,"Low",,,"Moderate",0,"VL",0,,,
1849,"Peumus boldus",,"Monimiaceae","BOLDO",,,,"Boldo is a small, slow growing tree native to the central mountains of Chile. This small tree  has fragrant leaves and fruits that can be eaten raw or cooked. It is often wild harvested in Chile for its medicinal and culinary value.","",0,"Pucon, Chile, and New Zealand",1,,,"Central Chile",0,0,0,,10,40,10,20,,,"3","Rounded","Dry Fruit","Light gray, White","Smooth",,,"Simple","Opposite","Oval","Green",0,"Small","Green",,,"Summer","Showy",1,"White","Winter",,"8,9,10",,,"2 to 4","Sand","Low",3,3,2,3,,,,,,"None Known",,,,"M",0,,,
1850,"Saxegothaea conspicua","Squamataxus albertiana","Podocarpaceae","MAÑÍO DE HOJAS CORTAS","MAÑÍO HEMBRA,LLEUQUE,PRINCE ALBERT'S YEW,FEMALE MANIU",,,"Native to the temperate rain forests of Southern Chile and Argentina, this tree thrives in wet environments. While not a common horticultural tree in the United States, it can sometimes be found in gardens throughout the United Kingdom.","",0,"Alerce, Chile",1,"Ornamental",,"Argentina and Chile",0,0,0,,50,80,30,30,,,"3","Rounded",,"Dark brown","Smooth,Scaly",,,"Simple","Alternate","Needle","Green",0,"Small","Brown","Cone",,"Spring,Summer",,,,"Fall","Has either male or female reproductive parts (dioecious)","8",,,">7",,"Low",2,3,,,,,,,,,,,,"H",0,,,
1851,"Sophora fernandeziana",,"Fabaceae","MADERA DURA",,"SOPHORA",,"One of two members of the Legume Family that is native to the Juan FernÃ¡ndez archipelago, off the west coast of Chile. It is endemic to the island chain, and rare in the wild.","",0,"Valparaiso, Chile",1,,,"Juan Fernandez Islands",0,0,0,,10,30,10,30,,,"3","Rounded",,"Gray","Smooth",,,"Pinnately Compound","Alternate","Elliptic","Green",0,"Medium","Brown","Legume",,"Winter","Showy",,"Yellow","Winter,Spring",,,,,"2 to 4",,,2,3,,,,,,,,,,,,"M",0,,,
1852,"Pinus heldreichii","Pinus leucodermis,Pinus pindica","Pinaceae","BOSNIAN PINE","HELDREICH'S PINE","PINE",,"Bosnian Pine is a two-needled pine native to the mountains of Bosnian peninsula and southern Italy. It is a common horticultural tree throughout Europe. It's good reforestry tree, and is more pest-resistant than other pine species it co-occurs with.","",0,"Misouri Botanical garden - St. Louis, MO and Albuquerque, New Mexico",1,"Screen",,"Balkan Peninsula and southern Italy",0,0,0,"",50,100,20,40,12,24,"3","Conical","Dry Fruit","Dark Gray or Light Green","Fissured","3","3","Simple","Alternate","Needle","Dark Green",0,"Very Large","Brown","Cone",,"Winter","",0,,,,"5,6,7,8,3,4","1,2,3,4,5,6,7,8,9,14,15,16,17,18,19,20,21","Inland Moderate,Coastal Moderate","4 to 7","Loam,Sand,Clay","Moderate",2,3,1,5,,"Moths,Bagworm,Borers","Verticillium,Diplodia Blight","Tip Blight,Rust","Moderate","Allergy","Birds,Squirrels","",0,"L",0,,,
